"Research that uses data from D-PLACE should cite both the original source(s) of the data and the paper by Kirby et al. in which D-PLACE was first presented (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001); Binford and Johnson (2006); Kirby et al. 2016)."" The reference list should include the date data were accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001), Binford and Johnson (2006), and Kirby et al. 2016."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: B004 Subsistence economy: Most important activity,Code: B004 Subsistence economy: Most important activity,Description: B004 Subsistence economy: Most important activity,Comment: B004 Subsistence economy: Most important activity,Subcase: B004 Subsistence economy: Most important activity,References: B004 Subsistence economy: Most important activity,Focal Year: B037 Ownership of resource locations ,Code: B037 Ownership of resource locations ,Description: B037 Ownership of resource locations ,Comment: B037 Ownership of resource locations ,Subcase: B037 Ownership of resource locations ,References: B037 Ownership of resource locations ,Focal Year: B031 Type of social class distinction,Code: B031 Type of social class distinction,Description: B031 Type of social class distinction,Comment: B031 Type of social class distinction,Subcase: B031 Type of social class distinction,References: B031 Type of social class distinction
Binford Hunter-Gatherer,Modoc,B188,xd1140,Modoc (B188),,,42.0,-121.31,42.0,-121.31,klam1254,Klamath-Modoc,kla,Klamath-Modoc,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Gifford (1926b); Ray (1963),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Gifford (1926b); Ray (1963),1860,2,Wealth distinctions only,,,Gifford (1926b); Ray (1963)
Binford Hunter-Gatherer,Kashaya Pomo,B165,xd1418,Southern Pomo (B165),,,38.54,-122.88,38.54,-122.88,kash1280,Kashaya,kju,Pomoan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Barrett (1908); Cook (1956),1860,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Barrett (1908); Cook (1956),1860,2,Wealth distinctions only,,,Barrett (1908); Cook (1956)
Binford Hunter-Gatherer,Luiseño,B150,xd1133,Luiseno (B150),,,33.42,-117.3,33.42,-117.3,luis1253,Luiseno,lui,Uto-Aztecan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Gifford (1926b); Oxendine (1983); Sparkman (1908),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Gifford (1926b); Oxendine (1983); Sparkman (1908),1860,2,Wealth distinctions only,,,Gifford (1926b); Oxendine (1983); Sparkman (1908)
Binford Hunter-Gatherer,Wishram,B319,xd1150,Wishram (B319),,,45.72,-121.13,45.72,-121.13,wasc1239,Wasco-Wishram,wac,Chinookan,1860,3,Majority of a group's nutritional intake comes from aquatic resources,,,Spier and Sapir (1930),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Spier and Sapir (1930),1860,2,Wealth distinctions only,,,Spier and Sapir (1930)
Binford Hunter-Gatherer,Ainu,B22,xd635,Ainu (B22),Ainu,AB06,44.01,144.17,44.01,144.17,ainu1240,Hokkaido Ainu,ain,Ainu,1900,3,Majority of a group's nutritional intake comes from aquatic resources,,,Batchelor (1927); Hitchcock (1891); Landor (1893); Watanabe (1964a); Watanabe (1972),1900,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Batchelor (1927); Hitchcock (1891); Landor (1893); Watanabe (1964a); Watanabe (1972),1900,1,Absence of any significant class distinctions,,,Batchelor (1927); Hitchcock (1891); Landor (1893); Watanabe (1964a); Watanabe (1972)
Binford Hunter-Gatherer,Nez Perce,B324,xd1153,Nez Perce (B324),,,46.25,-116.46,46.25,-116.46,nezp1238,Nez Perce,nez,Sahaptian,1850,3,Majority of a group's nutritional intake comes from aquatic resources,,,Spinden (1908),1850,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Spinden (1908),1850,2,Wealth distinctions only,,,Spinden (1908)
Binford Hunter-Gatherer,Mirniny,B132,xd976,Mineng (B132),,,-34.95,117.81,-34.95,117.81,ngad1258,Ngadjunmaya,nju,Pama-Nyungan,1850,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Nind (1831),1850,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Nind (1831),1850,1,Absence of any significant class distinctions,,,Nind (1831)
Binford Hunter-Gatherer,Wukchumni,B151,xd1124,Wukchumi (B151),Yokuts,NS29,36.45,-118.96,36.45,-118.96,tule1245,Tule-Kaweah Yokuts,,Yokutsan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Cook (1955); Gayton (1948a); Gayton (1948b),1860,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Cook (1955); Gayton (1948a); Gayton (1948b),1860,1,Absence of any significant class distinctions,,,Cook (1955); Gayton (1948a); Gayton (1948b)
Binford Hunter-Gatherer,Tasmanians (southeastern),B136,xd980,Tasmanians (eastern) (B136),,,-42.62,147.49,-42.62,147.49,sout1439,South-Eastern-Tasmanian-Hinterland,,South-Eastern Tasmanian,1830,3,Majority of a group's nutritional intake comes from aquatic resources,,,Hiatt (1967); Jones (1971); Jones (1972); Plomley (1983); Roth (1899),1830,1,"No ownership reported, use rights recognized by others",,,Hiatt (1967); Jones (1971); Jones (1972); Plomley (1983); Roth (1899),1830,1,Absence of any significant class distinctions,,,Hiatt (1967); Jones (1971); Jones (1972); Plomley (1983); Roth (1899)
Binford Hunter-Gatherer,Kumeyaay,B147,xd1137,Diegueno (B147),,,32.44,-116.49,32.44,-116.49,kumi1248,Tipai,dih,Cochimi-Yuman,1850,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Kroeber (1925a); Luomala (1978),1850,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Kroeber (1925a); Luomala (1978),1850,1,Absence of any significant class distinctions,,,Kroeber (1925a); Luomala (1978)
Binford Hunter-Gatherer,Yaraldi,B131,xd975,Jaralde (B131),,,-35.06,139.29,-35.06,139.29,narr1259,Narrinyeri,nay,Pama-Nyungan,1850,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,,1850,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,,1850,1,Absence of any significant class distinctions,,,
Binford Hunter-Gatherer,Aché,B47,xd920,Guayaki (Ache) (B47),,,-25.7,-55.38,-25.7,-55.38,ache1246,Aché,guq,Tupian,1975,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Clastres (1968); Clastres (1972); Hill et al. (1984); Jones (1983); Metraux and Baldus (1946); Oberg (1953),1975,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Clastres (1968); Clastres (1972); Hill et al. (1984); Jones (1983); Metraux and Baldus (1946); Oberg (1953),1975,1,Absence of any significant class distinctions,,,Clastres (1968); Clastres (1972); Hill et al. (1984); Jones (1983); Metraux and Baldus (1946); Oberg (1953)
Binford Hunter-Gatherer,Tenino,B315,xd1141,Tenino (B315),,,45.59,-120.45,45.59,-120.45,teni1238,Tenino,tqn,Sahaptian,1850,3,Majority of a group's nutritional intake comes from aquatic resources,,,Murdock (1980),1850,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Murdock (1980),1850,2,Wealth distinctions only,,,Murdock (1980)
Binford Hunter-Gatherer,Kuskowagmut,B296,xd1000,Kuskowagmut (B296),,,61.01,-161.55,61.01,-161.55,kusk1241,Kuskokwim Yupik,,Eskimo-Aleut,1850,3,Majority of a group's nutritional intake comes from aquatic resources,,,Hrdlička (1930); Michael (1967); Nelson (1899); Oswalt (1966); Oswalt and Van Stone (1967); Oswalt pers. comm. (1966); Porter (1893),1850,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Hrdlička (1930); Michael (1967); Nelson (1899); Oswalt (1966); Oswalt and Van Stone (1967); Oswalt pers. comm. (1966); Porter (1893),1850,2,Wealth distinctions only,,,Hrdlička (1930); Michael (1967); Nelson (1899); Oswalt (1966); Oswalt and Van Stone (1967); Oswalt pers. comm. (1966); Porter (1893)
Binford Hunter-Gatherer,Syilx,B322,xd1001,Okanagan (B322),,,49.46,-119.63,49.46,-119.63,sout2963,Southern Okanogan,,Salishan,1860,3,Majority of a group's nutritional intake comes from aquatic resources,,,Grabert (1974); Teit (1930),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Grabert (1974); Teit (1930),1860,2,Wealth distinctions only,,,Grabert (1974); Teit (1930)
Binford Hunter-Gatherer,Lipan Apache,B240,xd1275,Lipan Apache (B240),,,28.96,-98.48,28.96,-98.48,lipa1241,Lipan Apache,apl,Athapaskan-Eyak-Tlingit,1880,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Basehart pers. comm. (1972); Hrdlička (1909); Swanton (1952),1880,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Basehart pers. comm. (1972); Hrdlička (1909); Swanton (1952),1880,1,Absence of any significant class distinctions,,,Basehart pers. comm. (1972); Hrdlička (1909); Swanton (1952)
Binford Hunter-Gatherer,Tolowa,B178,xd1103,Tolowa (B178),,,41.87,-123.92,41.87,-123.92,tolo1259,Tolowa-Chetco,tol,Athapaskan-Eyak-Tlingit,1870,3,Majority of a group's nutritional intake comes from aquatic resources,,,Cook (1956); Drucker (1940),1870,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Cook (1956); Drucker (1940),1870,2,Wealth distinctions only,,,Cook (1956); Drucker (1940)
Binford Hunter-Gatherer,Nlaka'pamux,B325,xd1142,Thompson (B325),,,51.26,-121.75,51.26,-121.75,thom1243,Thompson,thp,Salishan,1860,3,Majority of a group's nutritional intake comes from aquatic resources,,,Boas and Farrand (1899); Hayden et al. (1996); Teit (1900),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Boas and Farrand (1899); Hayden et al. (1996); Teit (1900),1860,2,Wealth distinctions only,,,Boas and Farrand (1899); Hayden et al. (1996); Teit (1900)
Binford Hunter-Gatherer,Southern Paiute (Kaibab and Las Vegas),B204,xd1189,Kaibab Southern Paiute (B204),,,36.9,-112.55,36.9,-112.55,sout2969,Southern Paiute,,Uto-Aztecan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Euler (1972); Euler and Fowler (1966); Hrdlička (1909); Kelly (1964); Kelly and Fowler (1986); Knack (1975); Stoffle and Evans (1978),1860,1,"No ownership reported, use rights recognized by others",,,Euler (1972); Euler and Fowler (1966); Hrdlička (1909); Kelly (1964); Kelly and Fowler (1986); Knack (1975); Stoffle and Evans (1978),1860,1,Absence of any significant class distinctions,,,Euler (1972); Euler and Fowler (1966); Hrdlička (1909); Kelly (1964); Kelly and Fowler (1986); Knack (1975); Stoffle and Evans (1978)
Binford Hunter-Gatherer,Kuku (Yalanji),B96,xd946,Kuku (Yalanji) (B96),,,-15.92,145.32,-15.92,145.32,kuku1273,Kuku-Yalanji,gvn,Pama-Nyungan,1880,3,Majority of a group's nutritional intake comes from aquatic resources,,,Anderson and Robins (1988); Roth (1909),1880,1,"No ownership reported, use rights recognized by others",,,Anderson and Robins (1988); Roth (1909),1880,1,Absence of any significant class distinctions,,,Anderson and Robins (1988); Roth (1909)
Binford Hunter-Gatherer,Sivokamiut Inuit,B379,xd1020,Sivokamiut Inuit (B379),,,63.49,-170.31,63.49,-170.31,poin1245,Point Hope Inupiatun,,Eskimo-Aleut,1920,3,Majority of a group's nutritional intake comes from aquatic resources,,,Hrdlička (1930); Hughes (1960); Moore (1923); Rodahl and Edwards (1952),1920,1,"No ownership reported, use rights recognized by others",,,Hrdlička (1930); Hughes (1960); Moore (1923); Rodahl and Edwards (1952),1920,2,Wealth distinctions only,,,Hrdlička (1930); Hughes (1960); Moore (1923); Rodahl and Edwards (1952)
Binford Hunter-Gatherer,Wadatkuht,B212,xd992,Honey Lake Paiute (B212),Northern Paiute,NR13,40.27,-120.44,40.27,-120.44,sout2967,South Northern Paiute,,Uto-Aztecan,1870,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Gifford (1926b); Riddell (1960),1870,1,"No ownership reported, use rights recognized by others",,,Gifford (1926b); Riddell (1960),1870,1,Absence of any significant class distinctions,,,Gifford (1926b); Riddell (1960)
Binford Hunter-Gatherer,Kawich Mountain Shoshoni,B203,xd988,Kawich Mountain Shoshoni (B203),,,37.92,-116.45,37.92,-116.45,west2622,Western Shoshoni,,Uto-Aztecan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Steward (1938); Thomas (1983),1860,1,"No ownership reported, use rights recognized by others",,,Steward (1938); Thomas (1983),1860,1,Absence of any significant class distinctions,,,Steward (1938); Thomas (1983)
Binford Hunter-Gatherer,Sekele,B71,xd931,Sekele (B71),,,-16.42,19.53,-16.42,19.53,vase1234,Northern Ju,vaj,Kxa,1928,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Bleek (1929); De Castro and Almeida (1956); De Castro and Almeida (1957),1928,1,"No ownership reported, use rights recognized by others",,,Bleek (1929); De Castro and Almeida (1956); De Castro and Almeida (1957),1928,1,Absence of any significant class distinctions,,,Bleek (1929); De Castro and Almeida (1956); De Castro and Almeida (1957)
Binford Hunter-Gatherer,Hukundika,B213,xd1185,Hukundika Shoshoni (B213),,,41.55,-112.22,41.55,-112.22,nort2955,Northern Shoshoni,,Uto-Aztecan,1870,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Steward (1938),1870,1,"No ownership reported, use rights recognized by others",,,Steward (1938),1870,1,Absence of any significant class distinctions,,,Steward (1938)
Binford Hunter-Gatherer,Aivilingmiut Inuit,B383,xd1024,Aivilingmiut Inuit (B383),,,65.16,-88.12,65.16,-88.12,cari1277,Caribou Eskimo,,Eskimo-Aleut,1880,3,Majority of a group's nutritional intake comes from aquatic resources,,,Hrdlička (1930); Mathiassen (1928); Oetteking (1931); Rae (1850); Van de Velde et al. (1992); Van Stone (1960),1880,1,"No ownership reported, use rights recognized by others",,,Hrdlička (1930); Mathiassen (1928); Oetteking (1931); Rae (1850); Van de Velde et al. (1992); Van Stone (1960),1880,1,Absence of any significant class distinctions,,,Hrdlička (1930); Mathiassen (1928); Oetteking (1931); Rae (1850); Van de Velde et al. (1992); Van Stone (1960)
Binford Hunter-Gatherer,!Kung,B72,xd1,!Kung (B72),San,FX10,-20.0,21.18,-20.0,21.18,juho1239,South-Eastern Ju,ktz,Kxa,1950,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Bleek (1929); Brooks et al. (1984); Hitchcock and Ebert (1989); Howell (1979); Kaufmann (1910); Lee (1972a); Lee (1979); Marshall (1959); Marshall (1960); Schapera (1930); Tobias (1962); Yellen (1977a),1950,1,"No ownership reported, use rights recognized by others",,,Bleek (1929); Brooks et al. (1984); Hitchcock and Ebert (1989); Howell (1979); Kaufmann (1910); Lee (1972a); Lee (1979); Marshall (1959); Marshall (1960); Schapera (1930); Tobias (1962); Yellen (1977a),1950,1,Absence of any significant class distinctions,,,Bleek (1929); Brooks et al. (1984); Hitchcock and Ebert (1989); Howell (1979); Kaufmann (1910); Lee (1972a); Lee (1979); Marshall (1959); Marshall (1960); Schapera (1930); Tobias (1962); Yellen (1977a)
Binford Hunter-Gatherer,Uncompahgre Ute,B234,xd1199,Uncompahgre Ute (B234),,,38.14,-107.8,38.14,-107.8,utee1244,Ute,,Uto-Aztecan,1860,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Boas (1899); Steward (1974b),,NA,Missing data,,,,1860,2,Wealth distinctions only,,,Boas (1899); Steward (1974b)
Binford Hunter-Gatherer,Nambikwara,B45,xd1401,Nambikwara (B45),Nambicuara,SP17,-12.73,-59.55,-12.73,-59.55,sout2994,Southern Nambikuára,nab,Nambiquaran,1938,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Aspelin (1976); Lévi-Strauss (1948a); Lévi-Strauss (1948b); Lévi-Strauss (1970); Newman (1953); Oberg (1953),1938,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Aspelin (1976); Lévi-Strauss (1948a); Lévi-Strauss (1948b); Lévi-Strauss (1970); Newman (1953); Oberg (1953),1938,1,Absence of any significant class distinctions,,,Aspelin (1976); Lévi-Strauss (1948a); Lévi-Strauss (1948b); Lévi-Strauss (1970); Newman (1953); Oberg (1953)
Binford Hunter-Gatherer,Kawaiisu,B199,xd1126,Kawaiisu Shoshoni (B199),,,35.37,-118.0,35.37,-118.0,kawa1283,Kawaiisu,xaw,Uto-Aztecan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Steward (1938); Voegelin (1938); Zigmond (1986),1860,1,"No ownership reported, use rights recognized by others",,,Steward (1938); Voegelin (1938); Zigmond (1986),1860,1,Absence of any significant class distinctions,,,Steward (1938); Voegelin (1938); Zigmond (1986)
Binford Hunter-Gatherer,Kurnai,B135,xd979,Kurnai (B135),,,-37.59,147.42,-37.59,147.42,gana1278,Ganai,unn,Pama-Nyungan,1850,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Fison and Howitt (1880); Howitt (1904),1850,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Fison and Howitt (1880); Howitt (1904),1850,1,Absence of any significant class distinctions,,,Fison and Howitt (1880); Howitt (1904)
Binford Hunter-Gatherer,Piegan,B255,xd1217,Piegan (B255),Blackfoot,NF06,49.34,-111.21,49.34,-111.21,pieg1239,Piegan,,Algic,1850,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,DeJong (1912); Ewers (1955); Kehoe (1993),1850,1,"No ownership reported, use rights recognized by others",,,DeJong (1912); Ewers (1955); Kehoe (1993),1850,2,Wealth distinctions only,,,DeJong (1912); Ewers (1955); Kehoe (1993)
Binford Hunter-Gatherer,Achumawi,B187,xd1108,Achomawi (B187),,,41.32,-121.19,41.32,-121.19,achu1247,Achumawi,acv,Palaihnihan,1860,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Gifford (1926b); Kniffen (1926); Kroeber (1962),1860,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Gifford (1926b); Kniffen (1926); Kroeber (1962),1860,2,Wealth distinctions only,,,Gifford (1926b); Kniffen (1926); Kroeber (1962)
Binford Hunter-Gatherer,Nakako,B126,xd971,Nakako (B126),,,-27.31,128.19,-27.31,128.19,wati1241,Wati,,Pama-Nyungan,1912,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Peterson and Long (1986); Tindale pers. comm. (1966),1912,1,"No ownership reported, use rights recognized by others",,,Peterson and Long (1986); Tindale pers. comm. (1966),1912,1,Absence of any significant class distinctions,,,Peterson and Long (1986); Tindale pers. comm. (1966)
Binford Hunter-Gatherer,Utkuhikhalingmiut,B382,xd1023,Utkuhikhalingmiut (B382),,,66.99,-95.08,66.99,-95.18,nets1241,Netsilik,,Eskimo-Aleut,1920,3,Majority of a group's nutritional intake comes from aquatic resources,,,Amundsen (1908); Briggs (1970); Rasmussen (1931),1920,1,"No ownership reported, use rights recognized by others",,,Amundsen (1908); Briggs (1970); Rasmussen (1931),1920,1,Absence of any significant class distinctions,,,Amundsen (1908); Briggs (1970); Rasmussen (1931)
Binford Hunter-Gatherer,Ayta (Pinatubo),B7,xd904,Ayta (Pinatubo) (B7),,,15.5,120.33,15.5,120.33,boto1242,Botolan Sambal,sbl,Austronesian,1903,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Fox (1952); Reed (1904),1903,3,"Local group claims for hunting areas, dominant animals, fishing sites, and animal drive locations, such claims administered by group leader, but smaller segments may claim exclusive access to resource locations",,,Fox (1952); Reed (1904),1903,1,Absence of any significant class distinctions,,,Fox (1952); Reed (1904)
Binford Hunter-Gatherer,Katikitegon,B328,xd1054,Katikitegon (B328),,,45.0,-91.0,45.0,-91.0,uppe1274,Upper Michigan-Wisconsin Chippewa,,Algic,1800,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Kinietz (1947),1800,4,Elite ownership of land and resources,,,Kinietz (1947),1800,1,Absence of any significant class distinctions,,,Kinietz (1947)
Binford Hunter-Gatherer,Akurio,B37,xd916,Akuriyo (B37),,,3.0,-55.0,3.0,-55.0,akur1238,Akurio,ako,Cariban,1968,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Kloos (1977); Kloos (1982),1968,1,"No ownership reported, use rights recognized by others",,,Kloos (1977); Kloos (1982),1968,1,Absence of any significant class distinctions,,,Kloos (1977); Kloos (1982)
Binford Hunter-Gatherer,Timponogas,B209,xd991,Ute-timanogas (B209),,,40.22,-111.81,40.22,-111.81,utee1244,Ute,,Uto-Aztecan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Boas (1899); Callaway et al. (1986); Janetski (1983),1860,1,"No ownership reported, use rights recognized by others",,,Boas (1899); Callaway et al. (1986); Janetski (1983),1860,1,Absence of any significant class distinctions,,,Boas (1899); Callaway et al. (1986); Janetski (1983)
Binford Hunter-Gatherer,Kuyuidokado,B208,xd1160,Kuyuidokado (Pyramid Lake Paiute) (B208),Northern Paiute,NR13,40.0,-119.6,40.0,-119.6,sout2967,South Northern Paiute,,Uto-Aztecan,1860,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Boas (1899); Fowler (1966); Fowler and Liljeblad (1986),1860,1,"No ownership reported, use rights recognized by others",,,Boas (1899); Fowler (1966); Fowler and Liljeblad (1986),1860,1,Absence of any significant class distinctions,,,Boas (1899); Fowler (1966); Fowler and Liljeblad (1986)
Binford Hunter-Gatherer,North Fork Mono,B219,xd993,North Fork Mono Paiute (B219),,,37.0,-119.07,37.0,-119.07,mono1275,Mono (USA),mnr,Uto-Aztecan,1860,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Cook (1955); Gayton (1948a); Gifford (1926b); Gifford (1932b); Whiting (1964),1860,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Cook (1955); Gayton (1948a); Gifford (1926b); Gifford (1932b); Whiting (1964),1860,2,Wealth distinctions only,,,Cook (1955); Gayton (1948a); Gifford (1926b); Gifford (1932b); Whiting (1964)
Binford Hunter-Gatherer,Aka,B60,xd923,Aka (B60),,,2.0,17.0,2.0,17.0,bamb1264,Bambenzele,,Atlantic-Congo,1980,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Bahuchet (1979); Bahuchet (1988); Cavalli-Sforza (1986a); Hudson (1990),1980,1,"No ownership reported, use rights recognized by others",,,Bahuchet (1979); Bahuchet (1988); Cavalli-Sforza (1986a); Hudson (1990),1980,1,Absence of any significant class distinctions,,,Bahuchet (1979); Bahuchet (1988); Cavalli-Sforza (1986a); Hudson (1990)
Binford Hunter-Gatherer,Agaiduka,B207,xd1182,Salmon Eater Shoshoni (B207),,,42.94,-115.3,42.94,-115.3,nort2955,Northern Shoshoni,,Uto-Aztecan,1860,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Gould and Plew (1996); Gould pers. comm. (1992); Murphy and Murphy (1960); Steward (1938),1860,1,"No ownership reported, use rights recognized by others",,,Gould and Plew (1996); Gould pers. comm. (1992); Murphy and Murphy (1960); Steward (1938),1860,1,Absence of any significant class distinctions,,,Gould and Plew (1996); Gould pers. comm. (1992); Murphy and Murphy (1960); Steward (1938)
Binford Hunter-Gatherer,Nivkh,B25,xd617,Gilyak (B25),Nivkh,RX02,51.54,140.0,51.54,140.0,gily1242,Nivkh,niv,Nivkh,1920,3,Majority of a group's nutritional intake comes from aquatic resources,,,Shternberg (1933),1920,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Shternberg (1933),1920,2,Wealth distinctions only,,,Shternberg (1933)
Binford Hunter-Gatherer,Kija,B101,xd950,Lungga (B101),,,-16.91,127.83,-16.91,127.83,kitj1240,Kitja,gia,Jarrakan,1934,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Kaberry (1939),1934,1,"No ownership reported, use rights recognized by others",,,Kaberry (1939),1934,1,Absence of any significant class distinctions,,,Kaberry (1939)
Binford Hunter-Gatherer,Agta (Casiguran),B12,xd906,Agta (Casiguran) (B12),,,17.33,122.13,17.33,122.13,casi1235,Casiguran-Nagtipunan Agta,dgc,Austronesian,1965,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Headland (1986); Headland pers. comm. (1992); Headland pers. comm. (1993),1965,1,"No ownership reported, use rights recognized by others",,,Headland (1986); Headland pers. comm. (1992); Headland pers. comm. (1993),1965,1,Absence of any significant class distinctions,,,Headland (1986); Headland pers. comm. (1992); Headland pers. comm. (1993)
Binford Hunter-Gatherer,Labrador Inuit,B372,xd1039,Labrador Inuit (B372),,,57.83,-62.32,57.97,-62.02,labr1244,Labrador Eskimo,,Eskimo-Aleut,1890,3,Majority of a group's nutritional intake comes from aquatic resources,,,Graburn (1969); Seltzer (1933); Taylor (1974); Turner (1894),1890,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Graburn (1969); Seltzer (1933); Taylor (1974); Turner (1894),1890,1,Absence of any significant class distinctions,,,Graburn (1969); Seltzer (1933); Taylor (1974); Turner (1894)
Binford Hunter-Gatherer,Coast Yuki,B177,xd1113,Coast Yuki (B177),Yuki,NS30,39.64,-123.74,39.64,-123.74,yuki1243,Yuki,yuk,Yuki-Wappo,1860,3,Majority of a group's nutritional intake comes from aquatic resources,,,Gifford (1939); Miller (1978),1860,2,"Local group claims exclusive use rights over resource location, residential sites, while households may claim special trees and similar features of the landscape",,,Gifford (1939); Miller (1978),1860,1,Absence of any significant class distinctions,,,Gifford (1939); Miller (1978)
Binford Hunter-Gatherer,Yir Yoront,B94,xd775,Yir-yoront (B94),,,-15.0,142.17,-15.0,142.17,jirj1239,Jir'jorond,yyr,Pama-Nyungan,1937,2,Majority of a group's nutritional intake comes from terrestrial plant resources,,,Peterson and Long (1986); Sharp (1934); Sharp (1940),1937,1,"No ownership reported, use rights recognized by others",,,Peterson and Long (1986); Sharp (1934); Sharp (1940),1937,1,Absence of any significant class distinctions,,,Peterson and Long (1986); Sharp (1934); Sharp (1940)
Binford Hunter-Gatherer,Southern Ute,B222,xd1152,Southern Ute (Wimonantci Ute) (B222),Ute,NT19,37.67,-109.0,37.67,-109.0,utee1244,Ute,,Uto-Aztecan,1860,1,Majority of a group's nutritional intake comes from terrestrial animal resources,,,Callaway et al. (1986); Hrdlička (1909); Smith (1974),1860,1,"No ownership reported, use rights recognized by others",,,Callaway et al. (1986); Hrdlička (1909); Smith (1974),1860,1,Absence of any significant class distinctions,,,Callaway et al. (1986); Hrdlička (1909); Smith (1974)
